participant,correctRTs,RT_log,accuracy,congruent,SizeCond,CurvCond,condition,image,current_task
3,486,6.18375549570385,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_09,JudgeCurviness
3,457,6.12468339089421,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_10,JudgeCurviness
3,466,6.14399909746442,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_11,JudgeCurviness
3,404,6.00097355002586,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_13,JudgeCurviness
3,536,6.28276784953827,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_17,JudgeCurviness
3,504,6.22257626807137,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_18,JudgeCurviness
3,559,6.3261494731551,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_22,JudgeCurviness
3,527,6.26546744455312,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_23,JudgeCurviness
3,604,6.39700603827037,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_25,JudgeCurviness
3,521,6.17164611420585,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_26,JudgeCurviness
3,446,6.10031895202006,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_29,JudgeCurviness
3,614,6.41999492814714,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_34,JudgeCurviness
3,618,6.38369349505059,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_38,JudgeCurviness
3,469,6.13010282705505,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_41,JudgeCurviness
3,431.5,6.04215585425228,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_44,JudgeCurviness
3,447,6.10255859461357,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_46,JudgeCurviness
3,668,6.49631865338903,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_48,JudgeCurviness
3,441,6.08854071608979,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_50,JudgeCurviness
3,493,6.19669087191758,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_51,JudgeCurviness
3,NaN,NaN,NaN,1,B,C,02-SizeTask-BigCurvy,BigCurvy_52,JudgeCurviness
3,546,6.30261897574491,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_53,JudgeCurviness
3,411.5,6.01890391411298,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_54,JudgeCurviness
3,558,6.32151821034885,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_55,JudgeCurviness
3,456,6.12249280951439,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_57,JudgeCurviness
3,437,6.07460297692053,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_58,JudgeCurviness
3,528.5,6.26913573922019,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_62,JudgeCurviness
3,492,6.19847871649231,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_64,JudgeCurviness
3,413,6.02344759296103,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_65,JudgeCurviness
3,562,6.33150184989369,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_68,JudgeCurviness
3,608.5,6.3701149781236,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_69,JudgeCurviness
3,623,6.43454651878745,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_72,JudgeCurviness
3,634.5,6.43352648792304,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_74,JudgeCurviness
3,NaN,NaN,NaN,NaN,B,C,02-SizeTask-BigCurvy,BigCurvy_75,JudgeCurviness
3,502,6.21188067308071,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_76,JudgeCurviness
3,474,6.15798343419427,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_77,JudgeCurviness
3,411,6.01083446126595,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_82,JudgeCurviness
3,520,6.24060822064192,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_83,JudgeCurviness
3,591,6.3818160174061,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_84,JudgeCurviness
3,608,6.39503579525702,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_01,JudgeCurviness
3,531,6.27467512224141,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_02,JudgeCurviness
3,500,6.20997873339012,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_03,JudgeCurviness
3,541,6.29341927884648,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_04,JudgeCurviness
3,580,6.36302810354046,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_08,JudgeCurviness
3,491,6.19644412779452,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_09,JudgeCurviness
3,506.5,6.20661657283552,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_10,JudgeCurviness
3,655,6.48463523563525,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_11,JudgeCurviness
3,466,6.14418563412565,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_15,JudgeCurviness
3,436.5,6.07707905278899,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_17,JudgeCurviness
3,413,6.02344759296103,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_21,JudgeCurviness
3,507.5,6.20697817772686,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_22,JudgeCurviness
3,700,6.5493620798993,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_23,JudgeCurviness
3,439,6.08112568299066,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_24,JudgeCurviness
3,550,6.30987695420484,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_25,JudgeCurviness
3,562,6.32177654153517,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_26,JudgeCurviness
3,645,6.46925031679577,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_27,JudgeCurviness
3,610.5,6.38706917323412,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_29,JudgeCurviness
3,623,6.43034343818667,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_30,JudgeCurviness
3,510,6.21399972845824,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_31,JudgeCurviness
3,446.5,6.09574846703889,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_33,JudgeCurviness
3,546.5,6.29256608737928,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_35,JudgeCurviness
3,479,6.17169188049705,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_36,JudgeCurviness
3,598.5,6.37373604510625,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_37,JudgeCurviness
3,408,6.01006426760254,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_41,JudgeCurviness
3,586.5,6.37336929265352,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_42,JudgeCurviness
3,403.5,6.00013886627529,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_44,JudgeCurviness
3,452.5,6.10748150443781,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_45,JudgeCurviness
3,624,6.43615036836943,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_46,JudgeCurviness
3,442,6.0913098820777,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_48,JudgeCurviness
3,724,6.58419486287552,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_50,JudgeCurviness
3,469,6.14969268860856,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_51,JudgeCurviness
3,475,6.16313527042114,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_54,JudgeCurviness
3,479,6.17133217530898,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_55,JudgeCurviness
3,474,6.11624773388064,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_57,JudgeCurviness
3,592.5,6.36975435784111,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_58,JudgeCurviness
3,481,6.17586727010576,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_66,JudgeCurviness
3,589.5,6.37654469894454,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_71,JudgeCurviness
3,479,6.17170059741091,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_72,JudgeCurviness
3,NaN,NaN,NaN,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_74,JudgeCurviness
3,470,6.1527326947041,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_76,JudgeCurviness
3,340,5.82665230407107,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_78,JudgeCurviness
3,480,6.17378610390194,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_81,JudgeCurviness
3,317,5.75241136313352,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_83,JudgeCurviness
3,623.5,6.42815877213595,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_84,JudgeCurviness
3,NaN,NaN,NaN,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_01,JudgeCurviness
3,464,6.13988455222626,0.75,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_03,JudgeCurviness
3,603,6.3568666329765,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_04,JudgeCurviness
3,479,6.17073864126819,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_06,JudgeCurviness
3,NaN,NaN,NaN,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_07,JudgeCurviness
3,422.5,6.0448929948694,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_08,JudgeCurviness
3,562.5,6.33050669854943,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_09,JudgeCurviness
3,455.5,6.12047852369184,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_15,JudgeCurviness
3,590.5,6.35140170085178,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_16,JudgeCurviness
3,606.5,6.40408652253588,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_17,JudgeCurviness
3,474.5,6.15976316151266,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_18,JudgeCurviness
3,489,6.16183894380222,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_19,JudgeCurviness
3,471,6.15485809401642,0.75,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_22,JudgeCurviness
3,520.5,6.24387083791241,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_24,JudgeCurviness
3,358,5.8805329864007,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_26,JudgeCurviness
3,430,6.04385565884755,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_27,JudgeCurviness
3,582.5,6.34076506272919,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_28,JudgeCurviness
3,447,6.10235585994542,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_29,JudgeCurviness
3,468,6.14802065604597,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_31,JudgeCurviness
3,498.5,6.21111995955387,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_32,JudgeCurviness
3,491.5,6.19499230181596,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_34,JudgeCurviness
3,451.5,6.10911423165009,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_36,JudgeCurviness
3,415,6.0282785202307,0.75,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_38,JudgeCurviness
3,535,6.18302316933011,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_39,JudgeCurviness
3,618,6.4162461220197,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_40,JudgeCurviness
3,514,6.22630031853856,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_41,JudgeCurviness
3,630,6.44571478030753,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_42,JudgeCurviness
3,583,6.33054476623379,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_44,JudgeCurviness
3,555.5,6.31503252912611,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_45,JudgeCurviness
3,622.5,6.39033918895583,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_48,JudgeCurviness
3,549,6.30809844150953,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_49,JudgeCurviness
3,462.5,6.13664129761145,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_50,JudgeCurviness
3,463.5,6.12902885029806,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_53,JudgeCurviness
3,436.5,6.07778951565659,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_54,JudgeCurviness
3,430.5,6.06486570613673,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_56,JudgeCurviness
3,489.5,6.19338394028977,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_57,JudgeCurviness
3,525,6.26339826259162,0.75,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_59,JudgeCurviness
3,529,6.25010193868807,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_63,JudgeCurviness
3,496,6.20657592672493,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_71,JudgeCurviness
3,547,6.30444880242198,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_72,JudgeCurviness
3,618,6.42057682370757,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_73,JudgeCurviness
3,463,6.09330218116739,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_79,JudgeCurviness
3,671.5,6.48267931429708,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_80,JudgeCurviness
3,421,6.04263283368238,0.75,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_81,JudgeCurviness
3,661.5,6.46936447959242,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_83,JudgeCurviness
3,408.5,6.00870149103802,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_02,JudgeSize
3,455.5,6.11884379244971,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_03,JudgeSize
3,609,6.40458190945713,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_04,JudgeSize
3,610,6.41345895716736,0.75,1,B,B,05-CurvTask-BigBoxy,BigBoxy_09,JudgeSize
3,548.5,6.30715362418914,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_11,JudgeSize
3,524,6.25795376131154,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_12,JudgeSize
3,358,5.8805329864007,0.75,1,B,B,05-CurvTask-BigBoxy,BigBoxy_14,JudgeSize
3,602,6.39492564451738,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_18,JudgeSize
3,565.5,6.33652647957975,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_19,JudgeSize
3,570.5,6.31044692428118,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_22,JudgeSize
3,532.5,6.27306565020055,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_25,JudgeSize
3,523.5,6.26033584206548,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_30,JudgeSize
3,559,6.31553945442259,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_33,JudgeSize
3,533,6.2665448036546,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_35,JudgeSize
3,357,5.86482422424076,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_37,JudgeSize
3,466.5,6.1451885142911,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_39,JudgeSize
3,533.5,6.27530966933446,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_41,JudgeSize
3,441,6.08257584388994,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_42,JudgeSize
3,471.5,6.15575657899408,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_44,JudgeSize
3,536,6.28187354490099,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_45,JudgeSize
3,532,6.27394919184935,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_46,JudgeSize
3,470.5,6.14144276377157,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_49,JudgeSize
3,515,6.24416690066374,0.75,1,B,B,05-CurvTask-BigBoxy,BigBoxy_51,JudgeSize
3,580,6.35631106983583,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_55,JudgeSize
3,607.5,6.40914044179238,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_58,JudgeSize
3,485.5,6.16283368620791,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_59,JudgeSize
3,480,6.1719576780266,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_60,JudgeSize
3,463.5,6.13844259686705,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_61,JudgeSize
3,625,6.43386457949937,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_62,JudgeSize
3,517.5,6.24235572531114,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_63,JudgeSize
3,497.5,6.20897650228284,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_64,JudgeSize
3,467,6.11936671388486,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_66,JudgeSize
3,528,6.26909628370626,0.75,1,B,B,05-CurvTask-BigBoxy,BigBoxy_69,JudgeSize
3,420,6.0309596625766,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_71,JudgeSize
3,504,6.20290213191686,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_72,JudgeSize
3,438.5,6.07026547735973,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_73,JudgeSize
3,642,6.44680707178464,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_75,JudgeSize
3,419.5,6.03854544380211,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_76,JudgeSize
3,514.5,6.23231097498747,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_78,JudgeSize
3,500.5,6.20008727042983,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_79,JudgeSize
3,552,6.31282386897834,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_80,JudgeSize
3,499,6.21124682554178,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_81,JudgeSize
3,522,6.25766758788264,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_82,JudgeSize
3,534,6.27969397610122,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_83,JudgeSize
3,458,6.1230407547747,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_84,JudgeSize
3,606,6.40687998606931,0.75,1,B,C,06-CurvTask-BigCurvy,BigCurvy_01,JudgeSize
3,536.5,6.28483677476982,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_02,JudgeSize
3,622,6.4176338997988,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_03,JudgeSize
3,514.5,6.24290033411655,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_05,JudgeSize
3,602,6.39089336459901,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_06,JudgeSize
3,607,6.38825483604859,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_07,JudgeSize
3,513.5,6.22752383643932,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_08,JudgeSize
3,656.5,6.4860445871615,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_09,JudgeSize
3,687.5,6.49857011632512,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_10,JudgeSize
3,480,6.1728281555727,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_11,JudgeSize
3,574.5,6.33764423226745,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_13,JudgeSize
3,481.5,6.1766209343734,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_17,JudgeSize
3,501.5,6.21347080596818,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_18,JudgeSize
3,500,6.21421594467783,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_22,JudgeSize
3,467,6.1388244220097,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_23,JudgeSize
3,720,6.56787271844879,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_25,JudgeSize
3,569,6.34361937099101,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_26,JudgeSize
3,625,6.43733675764856,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_29,JudgeSize
3,679.5,6.4733974833515,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_34,JudgeSize
3,547,6.29839645707104,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_38,JudgeSize
3,695.5,6.515121851261,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_41,JudgeSize
3,625.5,6.43702792621328,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_44,JudgeSize
3,685,6.52941883826223,0.75,1,B,C,06-CurvTask-BigCurvy,BigCurvy_46,JudgeSize
3,632,6.4251828299363,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_48,JudgeSize
3,439,6.08053763979972,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_50,JudgeSize
3,474,6.15831481804741,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_51,JudgeSize
3,520,6.2537992249013,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_52,JudgeSize
3,515.5,6.2450314558217,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_53,JudgeSize
3,489,6.19060086587131,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_54,JudgeSize
3,671,6.50390817511009,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_55,JudgeSize
3,NaN,NaN,NaN,NaN,B,C,06-CurvTask-BigCurvy,BigCurvy_57,JudgeSize
3,410.5,6.01731583991621,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_58,JudgeSize
3,508,6.22580772499392,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_62,JudgeSize
3,603,6.40191719672719,0.75,1,B,C,06-CurvTask-BigCurvy,BigCurvy_64,JudgeSize
3,570,6.3440580027353,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_65,JudgeSize
3,486,6.18375549570385,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_68,JudgeSize
3,649,6.46389999714287,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_69,JudgeSize
3,515.5,6.2451142541027,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_72,JudgeSize
3,488,6.18947487174806,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_74,JudgeSize
3,554,6.30192077350193,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_75,JudgeSize
3,549.5,6.28560781707987,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_76,JudgeSize
3,495,6.20455776256869,0.75,1,B,C,06-CurvTask-BigCurvy,BigCurvy_77,JudgeSize
3,585.5,6.37244831569151,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_82,JudgeSize
3,545,6.28905252877497,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_83,JudgeSize
3,NaN,NaN,NaN,NaN,B,C,06-CurvTask-BigCurvy,BigCurvy_84,JudgeSize
3,621,6.43133108193348,0.75,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_01,JudgeSize
3,564.5,6.33514541063387,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_02,JudgeSize
3,543.5,6.29510598346179,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_03,JudgeSize
3,526,6.25557686179924,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_04,JudgeSize
3,588,6.37574838902042,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_08,JudgeSize
3,617.5,6.41667354096971,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_09,JudgeSize
3,539,6.28855078815861,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_10,JudgeSize
3,438,6.08221891037645,0.75,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_11,JudgeSize
3,529,6.2709884318583,0.75,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_15,JudgeSize
3,495,6.19474679888372,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_17,JudgeSize
3,559,6.31500307896069,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_21,JudgeSize
3,551,6.31136411963699,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_22,JudgeSize
3,590,6.38012253689976,0.75,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_23,JudgeSize
3,636.5,6.45405509471778,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_24,JudgeSize
3,511,6.2362144656336,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_25,JudgeSize
3,494.5,6.20066344011792,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_26,JudgeSize
3,574.5,6.30963389985012,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_27,JudgeSize
3,529,6.2709884318583,0.75,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_29,JudgeSize
3,604,6.39538142734544,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_30,JudgeSize
3,464,6.13988455222626,0.75,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_31,JudgeSize
3,487,6.18826412308259,0.75,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_33,JudgeSize
3,692,6.53958595561767,0.75,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_35,JudgeSize
3,613,6.41836493593621,0.75,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_36,JudgeSize
3,510,6.23441072571837,0.75,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_37,JudgeSize
3,634,6.45183868821719,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_41,JudgeSize
3,501.5,6.21075327688717,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_42,JudgeSize
3,449.5,6.10073101648624,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_44,JudgeSize
3,588,6.33826308677814,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_45,JudgeSize
3,621.5,6.4314205353732,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_46,JudgeSize
3,420,6.03128586093408,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_48,JudgeSize
3,504.5,6.22196963919863,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_50,JudgeSize
3,694,6.5424719605068,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_51,JudgeSize
3,522,6.25554185005186,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_54,JudgeSize
3,567.5,6.34122173057703,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_55,JudgeSize
3,693.5,6.54096440391267,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_57,JudgeSize
3,525,6.23837230648174,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_58,JudgeSize
3,480.5,6.16858992609441,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_66,JudgeSize
3,491.5,6.19718813700084,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_71,JudgeSize
3,590.5,6.38010817300485,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_72,JudgeSize
3,509,6.23182233816794,1,1,S,B,07-CurvTask-SmallBoxy,SmallBoxy_74,JudgeSize
