participant,correctRTs,RT_log,accuracy,congruent,SizeCond,CurvCond,condition,image,current_task
1,399.5,5.98832974060118,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_02,JudgeCurviness
1,403,5.99577404684806,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_03,JudgeCurviness
1,500,6.21354897747663,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_04,JudgeCurviness
1,395.5,5.97790097903827,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_09,JudgeCurviness
1,NaN,NaN,NaN,NaN,B,B,01-SizeTask-BigBoxy,BigBoxy_11,JudgeCurviness
1,411,6.01859321449623,0.75,1,B,B,01-SizeTask-BigBoxy,BigBoxy_12,JudgeCurviness
1,495.5,6.20095127617446,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_14,JudgeCurviness
1,357.5,5.87819457835321,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_18,JudgeCurviness
1,420.5,6.03446737865577,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_19,JudgeCurviness
1,398.5,5.98326010084096,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_22,JudgeCurviness
1,390.5,5.9670663400135,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_25,JudgeCurviness
1,420.5,6.03418054982734,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_30,JudgeCurviness
1,399,5.9875744534485,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_33,JudgeCurviness
1,420,6.04025471127741,0.75,1,B,B,01-SizeTask-BigBoxy,BigBoxy_35,JudgeCurviness
1,379,5.93753272417001,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_37,JudgeCurviness
1,452.5,6.10947962767663,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_39,JudgeCurviness
1,449.5,6.1073774229565,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_41,JudgeCurviness
1,393,5.97375781215282,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_42,JudgeCurviness
1,436.5,6.06941055708647,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_44,JudgeCurviness
1,493.5,6.19395120737489,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_45,JudgeCurviness
1,477.5,6.16624250394231,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_46,JudgeCurviness
1,498.5,6.20513899791207,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_49,JudgeCurviness
1,413.5,6.02116471874871,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_51,JudgeCurviness
1,418,6.03540988600366,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_55,JudgeCurviness
1,482,6.17732175066944,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_58,JudgeCurviness
1,497,6.20859002609663,0.75,1,B,B,01-SizeTask-BigBoxy,BigBoxy_59,JudgeCurviness
1,422.5,6.04357698263675,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_60,JudgeCurviness
1,421.5,6.04330660274642,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_61,JudgeCurviness
1,391,5.9678696057065,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_62,JudgeCurviness
1,461.5,6.13134462297453,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_63,JudgeCurviness
1,475,6.15751733398483,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_64,JudgeCurviness
1,353.5,5.86704152277469,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_66,JudgeCurviness
1,383,5.94704894025467,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_69,JudgeCurviness
1,389.5,5.9630404631812,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_71,JudgeCurviness
1,415.5,6.02262320014041,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_72,JudgeCurviness
1,469.5,6.14880148168788,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_73,JudgeCurviness
1,363.5,5.89566481522061,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_75,JudgeCurviness
1,459,6.12905021006055,0.75,1,B,B,01-SizeTask-BigBoxy,BigBoxy_76,JudgeCurviness
1,438,6.08221891037645,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_78,JudgeCurviness
1,406.5,6.00725021652664,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_79,JudgeCurviness
1,390,5.96374452803183,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_80,JudgeCurviness
1,434,6.06978209266807,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_81,JudgeCurviness
1,527.5,6.26804777923574,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_82,JudgeCurviness
1,365.5,5.90099578959709,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_83,JudgeCurviness
1,433.5,6.04647996844926,1,1,B,B,01-SizeTask-BigBoxy,BigBoxy_84,JudgeCurviness
1,500,6.20527350348263,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_01,JudgeCurviness
1,530,6.27193450255676,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_02,JudgeCurviness
1,417,6.0330862217988,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_03,JudgeCurviness
1,508,6.22873464632662,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_05,JudgeCurviness
1,524,6.26052745175342,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_06,JudgeCurviness
1,539.5,6.27938484404984,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_07,JudgeCurviness
1,545.5,6.30165197435562,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_08,JudgeCurviness
1,500,6.20895829806795,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_09,JudgeCurviness
1,489.5,6.19130961293378,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_10,JudgeCurviness
1,409,6.00092448953424,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_11,JudgeCurviness
1,475,6.16331480403464,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_13,JudgeCurviness
1,591,6.3818160174061,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_17,JudgeCurviness
1,415,6.02753475349681,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_18,JudgeCurviness
1,486,6.18607312483969,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_22,JudgeCurviness
1,517,6.24488840830637,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_23,JudgeCurviness
1,508,6.22810235421293,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_25,JudgeCurviness
1,529.5,6.27160804270775,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_26,JudgeCurviness
1,485.5,6.18168774745198,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_29,JudgeCurviness
1,526.5,6.26516746442232,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_34,JudgeCurviness
1,490.5,6.19129284945804,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_38,JudgeCurviness
1,442,6.0913098820777,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_41,JudgeCurviness
1,434,6.07304453410041,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_44,JudgeCurviness
1,500,6.21432001544633,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_46,JudgeCurviness
1,444,6.09582456243222,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_48,JudgeCurviness
1,512.5,6.23675814787047,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_50,JudgeCurviness
1,499,6.21250769288989,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_51,JudgeCurviness
1,NaN,NaN,NaN,1,B,C,02-SizeTask-BigCurvy,BigCurvy_52,JudgeCurviness
1,509,6.23244801655052,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_53,JudgeCurviness
1,411,6.01859321449623,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_54,JudgeCurviness
1,493.5,6.19492573666105,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_55,JudgeCurviness
1,381,5.94252029669842,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_57,JudgeCurviness
1,461,6.13339804299665,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_58,JudgeCurviness
1,460,6.12864659363566,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_62,JudgeCurviness
1,473.5,6.16005768078542,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_64,JudgeCurviness
1,489,6.1913494239363,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_65,JudgeCurviness
1,522,6.25766758788264,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_68,JudgeCurviness
1,464,6.13577099166174,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_69,JudgeCurviness
1,516,6.24610676548156,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_72,JudgeCurviness
1,494,6.20154287553356,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_74,JudgeCurviness
1,458,6.12633257926853,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_75,JudgeCurviness
1,520,6.25193172606512,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_76,JudgeCurviness
1,427,6.05678127092558,1,1,B,C,02-SizeTask-BigCurvy,BigCurvy_77,JudgeCurviness
1,553,6.31535800152233,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_82,JudgeCurviness
1,426,6.05443934626937,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_83,JudgeCurviness
1,446,6.10031895202006,0.75,1,B,C,02-SizeTask-BigCurvy,BigCurvy_84,JudgeCurviness
1,405,5.99969641012332,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_01,JudgeCurviness
1,432.5,6.05833648213278,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_02,JudgeCurviness
1,392,5.96702696321691,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_03,JudgeCurviness
1,466,6.12560665059722,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_04,JudgeCurviness
1,409.5,6.00872564329384,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_08,JudgeCurviness
1,470,6.15262177248729,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_09,JudgeCurviness
1,473.5,6.14894290440131,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_10,JudgeCurviness
1,476,6.15819617204399,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_11,JudgeCurviness
1,403,5.99651705803708,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_15,JudgeCurviness
1,393,5.97088750665556,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_17,JudgeCurviness
1,425,6.05049215752441,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_21,JudgeCurviness
1,466,6.13374142052785,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_22,JudgeCurviness
1,413.5,6.02465678339317,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_23,JudgeCurviness
1,512.5,6.23926216104346,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_24,JudgeCurviness
1,424.5,6.05089466363232,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_25,JudgeCurviness
1,426,6.05322283086005,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_26,JudgeCurviness
1,474,6.15467549749184,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_27,JudgeCurviness
1,432.5,6.05936878989768,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_29,JudgeCurviness
1,527,6.26720054854136,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_30,JudgeCurviness
1,463.5,6.1386754517654,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_31,JudgeCurviness
1,463,6.13772705408623,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_33,JudgeCurviness
1,394.5,5.97400057695734,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_35,JudgeCurviness
1,474,6.15285716992852,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_36,JudgeCurviness
1,451,6.08926078822144,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_37,JudgeCurviness
1,412,6.00957023808927,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_41,JudgeCurviness
1,471.5,6.14587281363416,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_42,JudgeCurviness
1,329,5.79605775076537,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_44,JudgeCurviness
1,431,6.05460463006315,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_45,JudgeCurviness
1,441,6.08640527226737,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_46,JudgeCurviness
1,391,5.96370819214285,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_48,JudgeCurviness
1,390.5,5.96576526556498,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_50,JudgeCurviness
1,513,6.24027584517077,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_51,JudgeCurviness
1,532,6.27664348934164,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_54,JudgeCurviness
1,487,6.18765448138774,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_55,JudgeCurviness
1,394.5,5.97150256692116,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_57,JudgeCurviness
1,432,6.04310372183473,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_58,JudgeCurviness
1,411,6.01859321449623,0.75,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_66,JudgeCurviness
1,444.5,6.09071064104452,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_71,JudgeCurviness
1,411,6.01658826469169,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_72,JudgeCurviness
1,NaN,NaN,NaN,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_74,JudgeCurviness
1,398,5.98640149895848,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_76,JudgeCurviness
1,479,6.17170059741091,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_78,JudgeCurviness
1,503,6.21023906545055,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_81,JudgeCurviness
1,470,6.14052280031056,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_83,JudgeCurviness
1,523,6.25861353708355,1,1,S,B,03-SizeTask-SmallBoxy,SmallBoxy_84,JudgeCurviness
1,462,6.13141548967439,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_01,JudgeCurviness
1,454.5,6.1161381555134,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_03,JudgeCurviness
1,501.5,6.21620554387045,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_04,JudgeCurviness
1,426.5,6.05445587710765,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_06,JudgeCurviness
1,468,6.14846829591765,0.75,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_07,JudgeCurviness
1,503.5,6.21949612754361,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_08,JudgeCurviness
1,475,6.14742851657023,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_09,JudgeCurviness
1,525.5,6.26165918729032,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_15,JudgeCurviness
1,396,5.98141421125448,0.75,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_16,JudgeCurviness
1,422.5,6.04618314445717,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_17,JudgeCurviness
1,511,6.23604588067285,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_18,JudgeCurviness
1,462,6.13234763233797,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_19,JudgeCurviness
1,449,6.10397544027097,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_22,JudgeCurviness
1,538,6.28785856016178,0.75,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_24,JudgeCurviness
1,469.5,6.11989392325515,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_26,JudgeCurviness
1,505.5,6.22501503867876,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_27,JudgeCurviness
1,404,6.00081408582422,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_28,JudgeCurviness
1,457,6.1070799278564,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_29,JudgeCurviness
1,527.5,6.23949056193667,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_31,JudgeCurviness
1,520,6.23341781431535,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_32,JudgeCurviness
1,547.5,6.3038083715904,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_34,JudgeCurviness
1,419,6.03622776747313,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_36,JudgeCurviness
1,540,6.29156913955832,0.75,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_38,JudgeCurviness
1,419,6.03694731120108,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_39,JudgeCurviness
1,498.5,6.20091427796269,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_40,JudgeCurviness
1,446.5,6.09844530972764,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_41,JudgeCurviness
1,474,6.16088675749112,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_42,JudgeCurviness
1,518,6.24997524225948,0.75,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_44,JudgeCurviness
1,492,6.19844566628904,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_45,JudgeCurviness
1,529,6.24273209819149,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_48,JudgeCurviness
1,454.5,6.11393663774451,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_49,JudgeCurviness
1,380.5,5.94138169771762,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_50,JudgeCurviness
1,420,6.03848002353368,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_53,JudgeCurviness
1,537,6.28386955553576,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_54,JudgeCurviness
1,416.5,6.02640245456348,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_56,JudgeCurviness
1,540,6.28946423503636,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_57,JudgeCurviness
1,520,6.25227128465202,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_59,JudgeCurviness
1,560,6.32693929706393,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_63,JudgeCurviness
1,445.5,6.09700003214795,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_71,JudgeCurviness
1,436,6.05332224926273,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_72,JudgeCurviness
1,557,6.32130013954508,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_73,JudgeCurviness
1,475.5,6.15750836625968,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_79,JudgeCurviness
1,517,6.24767609567084,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_80,JudgeCurviness
1,486,6.18536115170656,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_81,JudgeCurviness
1,495.5,6.20453531537571,1,1,S,C,04-SizeTask-SmallCurvy,SmallCurvy_83,JudgeCurviness
1,427.5,6.05720888846423,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_02,JudgeSize
1,471.5,6.15382249756929,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_03,JudgeSize
1,395,5.97872871412115,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_04,JudgeSize
1,454,6.1083752172469,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_09,JudgeSize
1,425,6.05186489718083,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_11,JudgeSize
1,425.5,6.05085581510272,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_12,JudgeSize
1,427.5,6.05795360440521,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_14,JudgeSize
1,407.5,6.00507754023478,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_18,JudgeSize
1,440,6.08619329393768,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_19,JudgeSize
1,424,6.04872841857584,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_22,JudgeSize
1,437.5,6.08092974542692,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_25,JudgeSize
1,437.5,6.07963200841098,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_30,JudgeSize
1,488.5,6.18912142563388,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_33,JudgeSize
1,443.5,6.09329198447316,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_35,JudgeSize
1,360.5,5.88631232139276,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_37,JudgeSize
1,420,6.03984638132414,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_39,JudgeSize
1,403,5.99757703191927,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_41,JudgeSize
1,421.5,6.0379592005294,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_42,JudgeSize
1,401,5.99376238395603,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_44,JudgeSize
1,525,6.26335290906082,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_45,JudgeSize
1,409.5,6.01439319515038,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_46,JudgeSize
1,383,5.94803498918065,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_49,JudgeSize
1,501.5,6.21562705943497,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_51,JudgeSize
1,459.5,6.12793115501634,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_55,JudgeSize
1,490.5,6.19165732829041,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_58,JudgeSize
1,480.5,6.17430666615614,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_59,JudgeSize
1,450.5,6.10588817422343,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_60,JudgeSize
1,452.5,6.11203977191132,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_61,JudgeSize
1,462,6.13552740911992,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_62,JudgeSize
1,467.5,6.14242804956877,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_63,JudgeSize
1,430.5,6.06191041645672,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_64,JudgeSize
1,429.5,6.06260480073637,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_66,JudgeSize
1,446.5,6.10110760760143,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_69,JudgeSize
1,409.5,5.99523157093502,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_71,JudgeSize
1,426,6.05001150179524,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_72,JudgeSize
1,491.5,6.19553281543964,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_73,JudgeSize
1,435.5,6.06642291175558,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_75,JudgeSize
1,422.5,6.04134196367648,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_76,JudgeSize
1,437,6.07941975927448,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_78,JudgeSize
1,466,6.14418333162813,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_79,JudgeSize
1,474,6.16040329649682,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_80,JudgeSize
1,460.5,6.13229811910021,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_81,JudgeSize
1,433,6.07052166865483,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_82,JudgeSize
1,478,6.14536312257299,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_83,JudgeSize
1,420.5,6.04013564948378,1,1,B,B,05-CurvTask-BigBoxy,BigBoxy_84,JudgeSize
1,491.5,6.19667428789463,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_01,JudgeSize
1,516,6.24324230231739,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_02,JudgeSize
1,458,6.12646618809133,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_03,JudgeSize
1,475,6.15233643088489,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_05,JudgeSize
1,533,6.27812526460375,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_06,JudgeSize
1,503.5,6.2102128365774,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_07,JudgeSize
1,588.5,6.37702765804625,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_08,JudgeSize
1,483.5,6.15618386217389,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_09,JudgeSize
1,494,6.202330587394,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_10,JudgeSize
1,499.5,6.21030967480943,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_11,JudgeSize
1,484.5,6.17978298324364,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_13,JudgeSize
1,442,6.09065426519178,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_17,JudgeSize
1,523,6.25958146406492,0.75,1,B,C,06-CurvTask-BigCurvy,BigCurvy_18,JudgeSize
1,551.5,6.31219408280858,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_22,JudgeSize
1,496,6.20520014129337,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_23,JudgeSize
1,431,6.0659761828042,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_25,JudgeSize
1,386.5,5.94984167280635,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_26,JudgeSize
1,488.5,6.18898250341679,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_29,JudgeSize
1,432.5,6.06954958113853,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_34,JudgeSize
1,433,6.06977407682877,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_38,JudgeSize
1,373.5,5.92287409654314,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_41,JudgeSize
1,462,6.13079861269499,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_44,JudgeSize
1,NaN,NaN,NaN,NaN,B,C,06-CurvTask-BigCurvy,BigCurvy_46,JudgeSize
1,475.5,6.16230547572685,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_48,JudgeSize
1,485.5,6.17929814408214,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_50,JudgeSize
1,437.5,6.07325685283648,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_51,JudgeSize
1,410.5,6.01442304358006,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_52,JudgeSize
1,468,6.14612517088561,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_53,JudgeSize
1,525,6.26339826259162,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_54,JudgeSize
1,471.5,6.15203052692919,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_55,JudgeSize
1,479.5,6.1724039870806,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_57,JudgeSize
1,455.5,6.115211868197,1,1,B,C,06-CurvTask-BigCurvy,BigCurvy_58,JudgeSize
