participant,correctRTs,RT_log,congruent,SizeCond,CurvCond,image,current_task
7,663,6.49677499018586,1,Bi,Bo,BigBoxy_30,JudgeCurviness
7,525,6.26339826259162,1,Bi,Bo,BigBoxy_33,JudgeCurviness
7,497,6.20859002609663,1,Bi,Bo,BigBoxy_35,JudgeCurviness
7,700,6.5510803350434,1,Bi,Bo,BigBoxy_37,JudgeCurviness
7,579,6.361302477573,1,Bi,Bo,BigBoxy_39,JudgeCurviness
7,729,6.59167373200866,1,Bi,Bo,BigBoxy_41,JudgeCurviness
7,660,6.49223983502047,1,Bi,Bo,BigBoxy_42,JudgeCurviness
7,577,6.3578422665081,1,Bi,Bo,BigBoxy_44,JudgeCurviness
7,498,6.21060007702465,1,Bi,Bo,BigBoxy_45,JudgeCurviness
7,740,6.60665018619822,1,Bi,Bo,BigBoxy_46,JudgeCurviness
7,477,6.16751649088834,1,Bi,Bo,BigBoxy_49,JudgeCurviness
7,537,6.28599809450886,1,Bi,Bo,BigBoxy_51,JudgeCurviness
7,466,6.14418563412565,1,Bi,Bo,BigBoxy_55,JudgeCurviness
7,553,6.31535800152233,1,Bi,Bo,BigBoxy_58,JudgeCurviness
7,413,6.02344759296103,1,Bi,Bo,BigBoxy_59,JudgeCurviness
7,698,6.54821910276237,1,Bi,Bo,BigBoxy_60,JudgeCurviness
7,538,6.28785856016178,1,Bi,Bo,BigBoxy_61,JudgeCurviness
7,522,6.25766758788264,1,Bi,Bo,BigBoxy_62,JudgeCurviness
7,NaN,NaN,1,Bi,Bo,BigBoxy_63,JudgeCurviness
7,535,6.28226674689601,1,Bi,Bo,BigBoxy_64,JudgeCurviness
7,552,6.31354804627709,1,Bi,Bo,BigBoxy_66,JudgeCurviness
7,407,6.00881318544259,1,Bi,Bo,BigBoxy_69,JudgeCurviness
7,485,6.18414889093748,1,Bi,Bo,BigBoxy_71,JudgeCurviness
7,509,6.23244801655052,1,Bi,Bo,BigBoxy_72,JudgeCurviness
7,612,6.41673228251233,1,Bi,Bo,BigBoxy_73,JudgeCurviness
7,617,6.42486902390539,1,Bi,Bo,BigBoxy_75,JudgeCurviness
7,566,6.33859407820318,1,Bi,Bo,BigBoxy_76,JudgeCurviness
7,605,6.40522845803084,1,Bi,Bo,BigBoxy_78,JudgeCurviness
7,788,6.66949808985788,1,Bi,Bo,BigBoxy_79,JudgeCurviness
7,598,6.39359075395063,1,Bi,Bo,BigBoxy_80,JudgeCurviness
7,497,6.20859002609663,1,Bi,Bo,BigBoxy_81,JudgeCurviness
7,458,6.12686918411419,1,Bi,Bo,BigBoxy_82,JudgeCurviness
7,436,6.07764224334903,1,Bi,Bo,BigBoxy_83,JudgeCurviness
7,507,6.22851100359118,1,Bi,Bo,BigBoxy_84,JudgeCurviness
7,501,6.21660610108486,1,Bi,Cu,BigCurvy_01,JudgeCurviness
7,438,6.08221891037645,1,Bi,Cu,BigCurvy_02,JudgeCurviness
7,500,6.21460809842219,1,Bi,Cu,BigCurvy_03,JudgeCurviness
7,547,6.30444880242198,1,Bi,Cu,BigCurvy_05,JudgeCurviness
7,492,6.19847871649231,1,Bi,Cu,BigCurvy_06,JudgeCurviness
7,685,6.52941883826223,1,Bi,Cu,BigCurvy_07,JudgeCurviness
7,604,6.40357419793482,1,Bi,Cu,BigCurvy_08,JudgeCurviness
7,586,6.37331978957701,1,Bi,Cu,BigCurvy_09,JudgeCurviness
7,695,6.54391184556479,1,Bi,Cu,BigCurvy_10,JudgeCurviness
7,547,6.30444880242198,1,Bi,Cu,BigCurvy_11,JudgeCurviness
7,593,6.38519439899773,1,Bi,Cu,BigCurvy_13,JudgeCurviness
7,496,6.20657592672493,1,Bi,Cu,BigCurvy_17,JudgeCurviness
7,609,6.4118182677099,1,Bi,Cu,BigCurvy_18,JudgeCurviness
7,NaN,NaN,1,Bi,Cu,BigCurvy_22,JudgeCurviness
7,535,6.28226674689601,1,Bi,Cu,BigCurvy_23,JudgeCurviness
7,568,6.34212141872115,1,Bi,Cu,BigCurvy_25,JudgeCurviness
7,556,6.32076829425058,1,Bi,Cu,BigCurvy_26,JudgeCurviness
7,482,6.1779441140506,1,Bi,Cu,BigCurvy_29,JudgeCurviness
7,721,6.58063913728495,1,Bi,Cu,BigCurvy_34,JudgeCurviness
7,609,6.4118182677099,1,Bi,Cu,BigCurvy_38,JudgeCurviness
7,589,6.37842618365159,1,Bi,Cu,BigCurvy_41,JudgeCurviness
7,511,6.2363695902037,1,Bi,Cu,BigCurvy_44,JudgeCurviness
7,626,6.4393503711001,1,Bi,Cu,BigCurvy_46,JudgeCurviness
7,567,6.34035930372775,1,Bi,Cu,BigCurvy_48,JudgeCurviness
7,NaN,NaN,1,Bi,Cu,BigCurvy_50,JudgeCurviness
7,NaN,NaN,1,Bi,Cu,BigCurvy_51,JudgeCurviness
7,474,6.16120732169508,1,Bi,Cu,BigCurvy_53,JudgeCurviness
7,560,6.32793678372919,1,Bi,Cu,BigCurvy_54,JudgeCurviness
7,621,6.43133108193348,1,Bi,Cu,BigCurvy_55,JudgeCurviness
7,553,6.31535800152233,1,Bi,Cu,BigCurvy_57,JudgeCurviness
7,526,6.26530121273771,1,Bi,Cu,BigCurvy_58,JudgeCurviness
7,467,6.1463292576689,1,Bi,Cu,BigCurvy_62,JudgeCurviness
7,593,6.38519439899773,1,Bi,Cu,BigCurvy_64,JudgeCurviness
7,444,6.09582456243222,1,Bi,Cu,BigCurvy_65,JudgeCurviness
7,743,6.61069604471776,1,Bi,Cu,BigCurvy_68,JudgeCurviness
7,459,6.12905021006055,1,Bi,Cu,BigCurvy_69,JudgeCurviness
7,576,6.35610766069589,1,Bi,Cu,BigCurvy_72,JudgeCurviness
7,519,6.25190388316589,1,Bi,Cu,BigCurvy_75,JudgeCurviness
7,666,6.50128967054039,1,Bi,Cu,BigCurvy_76,JudgeCurviness
7,809,6.69579891705849,1,Bi,Cu,BigCurvy_77,JudgeCurviness
7,669,6.50578406012823,1,Bi,Cu,BigCurvy_83,JudgeCurviness
7,631,6.44730586254121,1,Bi,Cu,BigCurvy_84,JudgeCurviness
7,431,6.06610809010375,1,Sm,Bo,SmallBoxy_01,JudgeCurviness
7,572,6.3491389913798,1,Sm,Bo,SmallBoxy_02,JudgeCurviness
7,991,6.89871453432999,1,Sm,Bo,SmallBoxy_03,JudgeCurviness
7,615,6.42162226780652,1,Sm,Bo,SmallBoxy_04,JudgeCurviness
7,606,6.40687998606931,1,Sm,Bo,SmallBoxy_08,JudgeCurviness
7,437,6.07993319509559,1,Sm,Bo,SmallBoxy_09,JudgeCurviness
7,522,6.25766758788264,1,Sm,Bo,SmallBoxy_10,JudgeCurviness
7,821,6.71052310945243,1,Sm,Bo,SmallBoxy_11,JudgeCurviness
7,614,6.41999492814714,1,Sm,Bo,SmallBoxy_15,JudgeCurviness
7,472,6.15697898558556,1,Sm,Bo,SmallBoxy_17,JudgeCurviness
7,663,6.49677499018586,1,Sm,Bo,SmallBoxy_21,JudgeCurviness
7,1053,6.95939851213398,1,Sm,Bo,SmallBoxy_22,JudgeCurviness
7,897,6.7990558620588,1,Sm,Bo,SmallBoxy_23,JudgeCurviness
7,544,6.29894924685594,1,Sm,Bo,SmallBoxy_24,JudgeCurviness
7,614,6.41999492814714,1,Sm,Bo,SmallBoxy_25,JudgeCurviness
7,593,6.38519439899773,1,Sm,Bo,SmallBoxy_26,JudgeCurviness
7,640,6.46146817635372,1,Sm,Bo,SmallBoxy_27,JudgeCurviness
7,460,6.13122648948314,1,Sm,Bo,SmallBoxy_29,JudgeCurviness
7,424,6.04973345523196,1,Sm,Bo,SmallBoxy_30,JudgeCurviness
7,759,6.63200177739563,1,Sm,Bo,SmallBoxy_31,JudgeCurviness
7,575,6.35437004079735,1,Sm,Bo,SmallBoxy_33,JudgeCurviness
7,473,6.15909538849193,1,Sm,Bo,SmallBoxy_35,JudgeCurviness
7,804,6.68959926917897,1,Sm,Bo,SmallBoxy_36,JudgeCurviness
7,705,6.55819780281227,1,Sm,Bo,SmallBoxy_37,JudgeCurviness
7,592,6.38350663488401,1,Sm,Bo,SmallBoxy_41,JudgeCurviness
7,558,6.32435896238131,1,Sm,Bo,SmallBoxy_42,JudgeCurviness
7,497,6.20859002609663,1,Sm,Bo,SmallBoxy_44,JudgeCurviness
7,441,6.08904487544685,1,Sm,Bo,SmallBoxy_45,JudgeCurviness
7,504,6.22257626807137,1,Sm,Bo,SmallBoxy_46,JudgeCurviness
7,408,6.01126717440416,1,Sm,Bo,SmallBoxy_48,JudgeCurviness
7,549,6.30809844150953,1,Sm,Bo,SmallBoxy_50,JudgeCurviness
7,561,6.3297209055227,1,Sm,Bo,SmallBoxy_54,JudgeCurviness
7,399,5.98896141688986,1,Sm,Bo,SmallBoxy_55,JudgeCurviness
7,685,6.52941883826223,1,Sm,Bo,SmallBoxy_57,JudgeCurviness
7,520,6.25382881157547,1,Sm,Bo,SmallBoxy_58,JudgeCurviness
7,705,6.55819780281227,1,Sm,Bo,SmallBoxy_66,JudgeCurviness
7,935,6.84054652928869,1,Sm,Bo,SmallBoxy_71,JudgeCurviness
7,838,6.73101810048208,1,Sm,Bo,SmallBoxy_72,JudgeCurviness
7,979,6.88653164253051,1,Sm,Bo,SmallBoxy_74,JudgeCurviness
7,602,6.40025744530882,1,Sm,Bo,SmallBoxy_76,JudgeCurviness
7,466,6.14418563412565,1,Sm,Bo,SmallBoxy_78,JudgeCurviness
7,NaN,NaN,1,Sm,Bo,SmallBoxy_81,JudgeCurviness
7,902,6.80461452006262,1,Sm,Bo,SmallBoxy_83,JudgeCurviness
7,504,6.22257626807137,1,Sm,Bo,SmallBoxy_84,JudgeCurviness
7,747,6.61606518513282,1,Sm,Cu,SmallCurvy_01,JudgeCurviness
7,475,6.16331480403464,1,Sm,Cu,SmallCurvy_03,JudgeCurviness
7,610,6.41345895716736,1,Sm,Cu,SmallCurvy_04,JudgeCurviness
7,533,6.27852142416584,1,Sm,Cu,SmallCurvy_06,JudgeCurviness
7,493,6.20050917404269,1,Sm,Cu,SmallCurvy_07,JudgeCurviness
7,483,6.18001665365257,1,Sm,Cu,SmallCurvy_08,JudgeCurviness
7,485,6.18414889093748,1,Sm,Cu,SmallCurvy_09,JudgeCurviness
7,551,6.31173480915291,1,Sm,Cu,SmallCurvy_16,JudgeCurviness
7,695,6.54391184556479,1,Sm,Cu,SmallCurvy_17,JudgeCurviness
7,473,6.15909538849193,1,Sm,Cu,SmallCurvy_18,JudgeCurviness
7,571,6.34738920965601,1,Sm,Cu,SmallCurvy_19,JudgeCurviness
7,504,6.22257626807137,1,Sm,Cu,SmallCurvy_22,JudgeCurviness
7,597,6.3919171133926,1,Sm,Cu,SmallCurvy_24,JudgeCurviness
7,463,6.13772705408623,1,Sm,Cu,SmallCurvy_26,JudgeCurviness
7,445,6.09807428216624,1,Sm,Cu,SmallCurvy_27,JudgeCurviness
7,622,6.43294009273918,1,Sm,Cu,SmallCurvy_28,JudgeCurviness
7,512,6.23832462503951,1,Sm,Cu,SmallCurvy_29,JudgeCurviness
7,502,6.21860011969173,1,Sm,Cu,SmallCurvy_31,JudgeCurviness
7,477,6.16751649088834,1,Sm,Cu,SmallCurvy_32,JudgeCurviness
7,573,6.35088571671474,1,Sm,Cu,SmallCurvy_34,JudgeCurviness
7,508,6.23048144757848,1,Sm,Cu,SmallCurvy_36,JudgeCurviness
7,652,6.48004456192665,1,Sm,Cu,SmallCurvy_38,JudgeCurviness
7,475,6.16331480403464,1,Sm,Cu,SmallCurvy_39,JudgeCurviness
7,635,6.45362499889269,1,Sm,Cu,SmallCurvy_40,JudgeCurviness
7,476,6.16541785423142,1,Sm,Cu,SmallCurvy_41,JudgeCurviness
7,514,6.24222326545517,1,Sm,Cu,SmallCurvy_42,JudgeCurviness
7,703,6.55535689181067,1,Sm,Cu,SmallCurvy_44,JudgeCurviness
7,522,6.25766758788264,1,Sm,Cu,SmallCurvy_45,JudgeCurviness
7,680,6.52209279817015,1,Sm,Cu,SmallCurvy_48,JudgeCurviness
7,483,6.18001665365257,1,Sm,Cu,SmallCurvy_49,JudgeCurviness
7,544,6.29894924685594,1,Sm,Cu,SmallCurvy_50,JudgeCurviness
7,686,6.53087762772588,1,Sm,Cu,SmallCurvy_53,JudgeCurviness
7,NaN,NaN,1,Sm,Cu,SmallCurvy_54,JudgeCurviness
7,642,6.46458830368996,1,Sm,Cu,SmallCurvy_56,JudgeCurviness
7,601,6.39859493453521,1,Sm,Cu,SmallCurvy_57,JudgeCurviness
7,386,5.95583736946483,1,Sm,Cu,SmallCurvy_59,JudgeCurviness
7,488,6.19031540585315,1,Sm,Cu,SmallCurvy_63,JudgeCurviness
7,417,6.0330862217988,1,Sm,Cu,SmallCurvy_71,JudgeCurviness
7,512,6.23832462503951,1,Sm,Cu,SmallCurvy_72,JudgeCurviness
7,684,6.52795791762255,1,Sm,Cu,SmallCurvy_73,JudgeCurviness
7,433,6.07073772800249,1,Sm,Cu,SmallCurvy_79,JudgeCurviness
7,569,6.34388043412633,1,Sm,Cu,SmallCurvy_80,JudgeCurviness
7,615,6.42162226780652,1,Sm,Cu,SmallCurvy_81,JudgeCurviness
7,424,6.04973345523196,1,Sm,Cu,SmallCurvy_83,JudgeCurviness
8,589,6.37842618365159,0,Bi,Bo,BigBoxy_02,JudgeCurviness
8,637,6.45676965557216,0,Bi,Bo,BigBoxy_03,JudgeCurviness
8,669,6.50578406012823,0,Bi,Bo,BigBoxy_04,JudgeCurviness
8,531,6.27476202124194,0,Bi,Bo,BigBoxy_09,JudgeCurviness
8,NaN,NaN,0,Bi,Bo,BigBoxy_11,JudgeCurviness
8,583,6.36818718635049,0,Bi,Bo,BigBoxy_14,JudgeCurviness
8,692,6.53958595561767,0,Bi,Bo,BigBoxy_18,JudgeCurviness
8,559,6.3261494731551,0,Bi,Bo,BigBoxy_19,JudgeCurviness
8,575,6.35437004079735,0,Bi,Bo,BigBoxy_22,JudgeCurviness
8,515,6.24416690066374,0,Bi,Bo,BigBoxy_25,JudgeCurviness
8,517,6.24804287450843,0,Bi,Bo,BigBoxy_30,JudgeCurviness
8,425,6.05208916892442,0,Bi,Bo,BigBoxy_33,JudgeCurviness
8,361,5.88887795833288,0,Bi,Bo,BigBoxy_35,JudgeCurviness
8,732,6.59578051396131,0,Bi,Bo,BigBoxy_37,JudgeCurviness
8,371,5.91620206260743,0,Bi,Bo,BigBoxy_39,JudgeCurviness
8,543,6.29710931993394,0,Bi,Bo,BigBoxy_41,JudgeCurviness
8,499,6.21260609575152,0,Bi,Bo,BigBoxy_42,JudgeCurviness
8,628,6.4425401664682,0,Bi,Bo,BigBoxy_45,JudgeCurviness
8,624,6.43615036836943,0,Bi,Bo,BigBoxy_46,JudgeCurviness
8,747,6.61606518513282,0,Bi,Bo,BigBoxy_49,JudgeCurviness
8,460,6.13122648948314,0,Bi,Bo,BigBoxy_51,JudgeCurviness
8,469,6.15060276844628,0,Bi,Bo,BigBoxy_55,JudgeCurviness
8,577,6.3578422665081,0,Bi,Bo,BigBoxy_58,JudgeCurviness
8,535,6.28226674689601,0,Bi,Bo,BigBoxy_61,JudgeCurviness
8,790,6.67203294546107,0,Bi,Bo,BigBoxy_62,JudgeCurviness
8,440,6.08677472691231,0,Bi,Bo,BigBoxy_63,JudgeCurviness
8,560,6.32793678372919,0,Bi,Bo,BigBoxy_64,JudgeCurviness
8,515,6.24416690066374,0,Bi,Bo,BigBoxy_66,JudgeCurviness
8,547,6.30444880242198,0,Bi,Bo,BigBoxy_71,JudgeCurviness
8,501,6.21660610108486,0,Bi,Bo,BigBoxy_72,JudgeCurviness
8,572,6.3491389913798,0,Bi,Bo,BigBoxy_73,JudgeCurviness
8,NaN,NaN,0,Bi,Bo,BigBoxy_75,JudgeCurviness
8,507,6.22851100359118,0,Bi,Bo,BigBoxy_76,JudgeCurviness
8,453,6.11589212548303,0,Bi,Bo,BigBoxy_78,JudgeCurviness
8,252,5.52942908751142,0,Bi,Bo,BigBoxy_79,JudgeCurviness
8,NaN,NaN,0,Bi,Bo,BigBoxy_80,JudgeCurviness
8,383,5.94803498918065,0,Bi,Bo,BigBoxy_81,JudgeCurviness
8,526,6.26530121273771,0,Bi,Bo,BigBoxy_82,JudgeCurviness
8,620,6.42971947803914,0,Bi,Bo,BigBoxy_83,JudgeCurviness
8,545,6.30078579466324,0,Bi,Bo,BigBoxy_84,JudgeCurviness
8,803,6.68835471394676,0,Bi,Cu,BigCurvy_01,JudgeCurviness
8,563,6.33327962813969,0,Bi,Cu,BigCurvy_02,JudgeCurviness
8,550,6.30991827822652,0,Bi,Cu,BigCurvy_05,JudgeCurviness
8,529,6.2709884318583,0,Bi,Cu,BigCurvy_06,JudgeCurviness
8,552,6.31354804627709,0,Bi,Cu,BigCurvy_07,JudgeCurviness
8,656,6.48616078894409,0,Bi,Cu,BigCurvy_08,JudgeCurviness
8,526,6.26530121273771,0,Bi,Cu,BigCurvy_09,JudgeCurviness
8,551,6.31173480915291,0,Bi,Cu,BigCurvy_10,JudgeCurviness
8,651,6.47850964220857,0,Bi,Cu,BigCurvy_11,JudgeCurviness
8,738,6.60394382460047,0,Bi,Cu,BigCurvy_13,JudgeCurviness
8,401,5.99396142730657,0,Bi,Cu,BigCurvy_17,JudgeCurviness
8,688,6.53378883793334,0,Bi,Cu,BigCurvy_18,JudgeCurviness
8,601,6.39859493453521,0,Bi,Cu,BigCurvy_22,JudgeCurviness
8,598,6.39359075395063,0,Bi,Cu,BigCurvy_23,JudgeCurviness
8,683,6.52649485957079,0,Bi,Cu,BigCurvy_25,JudgeCurviness
8,706,6.55961523749324,0,Bi,Cu,BigCurvy_26,JudgeCurviness
8,598,6.39359075395063,0,Bi,Cu,BigCurvy_29,JudgeCurviness
8,623,6.43454651878745,0,Bi,Cu,BigCurvy_38,JudgeCurviness
8,500,6.21460809842219,0,Bi,Cu,BigCurvy_41,JudgeCurviness
8,499,6.21260609575152,0,Bi,Cu,BigCurvy_46,JudgeCurviness
8,490,6.19440539110467,0,Bi,Cu,BigCurvy_48,JudgeCurviness
8,603,6.40191719672719,0,Bi,Cu,BigCurvy_50,JudgeCurviness
8,534,6.2803958389602,0,Bi,Cu,BigCurvy_51,JudgeCurviness
8,725,6.58617165485467,0,Bi,Cu,BigCurvy_52,JudgeCurviness
8,628,6.4425401664682,0,Bi,Cu,BigCurvy_53,JudgeCurviness
8,642,6.46458830368996,0,Bi,Cu,BigCurvy_54,JudgeCurviness
8,637,6.45676965557216,0,Bi,Cu,BigCurvy_55,JudgeCurviness
8,578,6.35957386867238,0,Bi,Cu,BigCurvy_57,JudgeCurviness
8,506,6.22653666928747,0,Bi,Cu,BigCurvy_58,JudgeCurviness
8,625,6.4377516497364,0,Bi,Cu,BigCurvy_62,JudgeCurviness
8,488,6.19031540585315,0,Bi,Cu,BigCurvy_64,JudgeCurviness
8,616,6.42324696353352,0,Bi,Cu,BigCurvy_65,JudgeCurviness
8,590,6.38012253689976,0,Bi,Cu,BigCurvy_69,JudgeCurviness
8,733,6.59714570188665,0,Bi,Cu,BigCurvy_72,JudgeCurviness
8,504,6.22257626807137,0,Bi,Cu,BigCurvy_74,JudgeCurviness
8,643,6.46614472423762,0,Bi,Cu,BigCurvy_75,JudgeCurviness
8,503,6.22059017009974,0,Bi,Cu,BigCurvy_76,JudgeCurviness
8,580,6.36302810354046,0,Bi,Cu,BigCurvy_77,JudgeCurviness
8,781,6.66057514983969,0,Bi,Cu,BigCurvy_82,JudgeCurviness
8,659,6.49072353450251,0,Bi,Cu,BigCurvy_83,JudgeCurviness
8,460,6.13122648948314,0,Bi,Cu,BigCurvy_84,JudgeCurviness
8,648,6.47389069635227,0,Sm,Bo,SmallBoxy_01,JudgeCurviness
8,527,6.26720054854136,0,Sm,Bo,SmallBoxy_02,JudgeCurviness
8,678,6.5191472879404,0,Sm,Bo,SmallBoxy_03,JudgeCurviness
8,505,6.22455842927536,0,Sm,Bo,SmallBoxy_04,JudgeCurviness
8,361,5.88887795833288,0,Sm,Bo,SmallBoxy_08,JudgeCurviness
8,572,6.3491389913798,0,Sm,Bo,SmallBoxy_09,JudgeCurviness
8,575,6.35437004079735,0,Sm,Bo,SmallBoxy_10,JudgeCurviness
8,597,6.3919171133926,0,Sm,Bo,SmallBoxy_11,JudgeCurviness
8,NaN,NaN,0,Sm,Bo,SmallBoxy_15,JudgeCurviness
8,449,6.10702288774225,0,Sm,Bo,SmallBoxy_17,JudgeCurviness
8,624,6.43615036836943,0,Sm,Bo,SmallBoxy_21,JudgeCurviness
8,585,6.37161184723186,0,Sm,Bo,SmallBoxy_22,JudgeCurviness
8,511,6.2363695902037,0,Sm,Bo,SmallBoxy_23,JudgeCurviness
8,515,6.24416690066374,0,Sm,Bo,SmallBoxy_25,JudgeCurviness
8,421,6.04263283368238,0,Sm,Bo,SmallBoxy_26,JudgeCurviness
8,602,6.40025744530882,0,Sm,Bo,SmallBoxy_27,JudgeCurviness
8,574,6.35262939631957,0,Sm,Bo,SmallBoxy_30,JudgeCurviness
8,575,6.35437004079735,0,Sm,Bo,SmallBoxy_31,JudgeCurviness
8,309,5.73334127689775,0,Sm,Bo,SmallBoxy_33,JudgeCurviness
8,439,6.08449941307517,0,Sm,Bo,SmallBoxy_35,JudgeCurviness
8,531,6.27476202124194,0,Sm,Bo,SmallBoxy_36,JudgeCurviness
8,733,6.59714570188665,0,Sm,Bo,SmallBoxy_37,JudgeCurviness
8,577,6.3578422665081,0,Sm,Bo,SmallBoxy_41,JudgeCurviness
8,510,6.23441072571837,0,Sm,Bo,SmallBoxy_42,JudgeCurviness
8,647,6.4723462945009,0,Sm,Bo,SmallBoxy_46,JudgeCurviness
8,539,6.289715570909,0,Sm,Bo,SmallBoxy_48,JudgeCurviness
8,649,6.47543271670409,0,Sm,Bo,SmallBoxy_51,JudgeCurviness
8,644,6.46769872610435,0,Sm,Bo,SmallBoxy_54,JudgeCurviness
8,613,6.41836493593621,0,Sm,Bo,SmallBoxy_55,JudgeCurviness
8,561,6.3297209055227,0,Sm,Bo,SmallBoxy_57,JudgeCurviness
8,790,6.67203294546107,0,Sm,Bo,SmallBoxy_58,JudgeCurviness
8,490,6.19440539110467,0,Sm,Bo,SmallBoxy_66,JudgeCurviness
8,535,6.28226674689601,0,Sm,Bo,SmallBoxy_71,JudgeCurviness
8,842,6.73578001424233,0,Sm,Bo,SmallBoxy_74,JudgeCurviness
8,590,6.38012253689976,0,Sm,Bo,SmallBoxy_76,JudgeCurviness
8,450,6.10924758276437,0,Sm,Bo,SmallBoxy_78,JudgeCurviness
8,526,6.26530121273771,0,Sm,Bo,SmallBoxy_81,JudgeCurviness
8,603,6.40191719672719,0,Sm,Bo,SmallBoxy_83,JudgeCurviness
8,641,6.46302945692067,0,Sm,Bo,SmallBoxy_84,JudgeCurviness
8,360,5.88610403145016,0,Sm,Cu,SmallCurvy_01,JudgeCurviness
8,512,6.23832462503951,0,Sm,Cu,SmallCurvy_03,JudgeCurviness
8,686,6.53087762772588,0,Sm,Cu,SmallCurvy_04,JudgeCurviness
8,694,6.5424719605068,0,Sm,Cu,SmallCurvy_06,JudgeCurviness
8,572,6.3491389913798,0,Sm,Cu,SmallCurvy_07,JudgeCurviness
8,663,6.49677499018586,0,Sm,Cu,SmallCurvy_09,JudgeCurviness
8,456,6.12249280951439,0,Sm,Cu,SmallCurvy_15,JudgeCurviness
8,652,6.48004456192665,0,Sm,Cu,SmallCurvy_16,JudgeCurviness
8,534,6.2803958389602,0,Sm,Cu,SmallCurvy_17,JudgeCurviness
8,462,6.13556489108174,0,Sm,Cu,SmallCurvy_18,JudgeCurviness
8,477,6.16751649088834,0,Sm,Cu,SmallCurvy_19,JudgeCurviness
8,656,6.48616078894409,0,Sm,Cu,SmallCurvy_22,JudgeCurviness
8,359,5.88332238848828,0,Sm,Cu,SmallCurvy_24,JudgeCurviness
8,589,6.37842618365159,0,Sm,Cu,SmallCurvy_26,JudgeCurviness
8,499,6.21260609575152,0,Sm,Cu,SmallCurvy_27,JudgeCurviness
8,617,6.42486902390539,0,Sm,Cu,SmallCurvy_28,JudgeCurviness
8,469,6.15060276844628,0,Sm,Cu,SmallCurvy_29,JudgeCurviness
8,633,6.45047042214418,0,Sm,Cu,SmallCurvy_32,JudgeCurviness
8,603,6.40191719672719,0,Sm,Cu,SmallCurvy_34,JudgeCurviness
8,586,6.37331978957701,0,Sm,Cu,SmallCurvy_36,JudgeCurviness
8,689,6.53524127101366,0,Sm,Cu,SmallCurvy_41,JudgeCurviness
8,620,6.42971947803914,0,Sm,Cu,SmallCurvy_42,JudgeCurviness
8,600,6.39692965521615,0,Sm,Cu,SmallCurvy_44,JudgeCurviness
8,564,6.33505425149806,0,Sm,Cu,SmallCurvy_49,JudgeCurviness
8,524,6.26149168432104,0,Sm,Cu,SmallCurvy_50,JudgeCurviness
8,666,6.50128967054039,0,Sm,Cu,SmallCurvy_53,JudgeCurviness
8,558,6.32435896238131,0,Sm,Cu,SmallCurvy_54,JudgeCurviness
8,612,6.41673228251233,0,Sm,Cu,SmallCurvy_56,JudgeCurviness
8,584,6.36990098282823,0,Sm,Cu,SmallCurvy_57,JudgeCurviness
8,540,6.29156913955832,0,Sm,Cu,SmallCurvy_59,JudgeCurviness
8,467,6.1463292576689,0,Sm,Cu,SmallCurvy_63,JudgeCurviness
8,352,5.8636311755981,0,Sm,Cu,SmallCurvy_71,JudgeCurviness
8,452,6.11368217983223,0,Sm,Cu,SmallCurvy_72,JudgeCurviness
8,633,6.45047042214418,0,Sm,Cu,SmallCurvy_73,JudgeCurviness
8,477,6.16751649088834,0,Sm,Cu,SmallCurvy_79,JudgeCurviness
8,488,6.19031540585315,0,Sm,Cu,SmallCurvy_80,JudgeCurviness
8,536,6.2841341610708,0,Sm,Cu,SmallCurvy_81,JudgeCurviness
8,482,6.1779441140506,0,Sm,Cu,SmallCurvy_83,JudgeCurviness
9,426,6.05443934626937,1,Bi,Bo,BigBoxy_02,JudgeSize
9,442,6.0913098820777,1,Bi,Bo,BigBoxy_03,JudgeSize
9,608,6.41017488196617,1,Bi,Bo,BigBoxy_04,JudgeSize
9,443,6.09356977004514,1,Bi,Bo,BigBoxy_09,JudgeSize
9,536,6.2841341610708,1,Bi,Bo,BigBoxy_11,JudgeSize
9,370,5.91350300563827,1,Bi,Bo,BigBoxy_12,JudgeSize
9,530,6.27287700654617,1,Bi,Bo,BigBoxy_14,JudgeSize
9,651,6.47850964220857,1,Bi,Bo,BigBoxy_18,JudgeSize
9,530,6.27287700654617,1,Bi,Bo,BigBoxy_19,JudgeSize
9,NaN,NaN,1,Bi,Bo,BigBoxy_22,JudgeSize
9,549,6.30809844150953,1,Bi,Bo,BigBoxy_25,JudgeSize
9,613,6.41836493593621,1,Bi,Bo,BigBoxy_30,JudgeSize
9,463,6.13772705408623,1,Bi,Bo,BigBoxy_33,JudgeSize
9,504,6.22257626807137,1,Bi,Bo,BigBoxy_35,JudgeSize
9,416,6.03068526026126,1,Bi,Bo,BigBoxy_39,JudgeSize
9,630,6.44571981938558,1,Bi,Bo,BigBoxy_44,JudgeSize
9,572,6.3491389913798,1,Bi,Bo,BigBoxy_46,JudgeSize
9,437,6.07993319509559,1,Bi,Bo,BigBoxy_49,JudgeSize
9,354,5.86929691313377,1,Bi,Bo,BigBoxy_51,JudgeSize
9,708,6.56244409369372,1,Bi,Bo,BigBoxy_55,JudgeSize
9,NaN,NaN,1,Bi,Bo,BigBoxy_58,JudgeSize
9,487,6.18826412308259,1,Bi,Bo,BigBoxy_59,JudgeSize
9,855,6.75110146893676,1,Bi,Bo,BigBoxy_60,JudgeSize
9,566,6.33859407820318,1,Bi,Bo,BigBoxy_61,JudgeSize
